id,name,lon,lat
854,854,-80.256674,26.825157
855,855,-80.254182,26.851904
856,856,-80.338402,26.857734
857,857,-80.364876,26.790941
858,858,-80.313821,26.806666
859,859,-80.269239,26.803703
860,860,-80.236865,26.803532
861,861,-80.222267,26.773315
862,862,-80.270821,26.772761
863,863,-80.37138,26.717429
864,864,-80.294035,26.753539
865,865,-80.271106,26.720938
866,866,-80.270813,26.685308
867,867,-80.239288,26.75854
868,868,-80.222971,26.758515
869,869,-80.192661,26.716347
870,870,-80.159786,26.715359
871,871,-80.144774,26.715529
872,872,-80.083035,26.755627
873,873,-80.098036,26.739006
874,874,-80.105363,26.743066
875,875,-80.182181,26.681997
876,876,-80.159578,26.667705
877,877,-80.244751,26.629553
878,878,-80.245917,26.607592
879,879,-80.107113,26.509959
880,880,-80.1952,26.412526
881,881,-80.215978,26.404738
882,882,-80.197126,26.362282
883,883,-80.199273,26.356711
884,884,-80.236458,26.703459
885,885,-80.139177,26.930741
886,886,-80.14323,26.923419
887,887,-80.130864,26.889091
888,888,-80.100575,26.858876
889,889,-80.107998,26.858676
890,890,-80.075198,26.869918
891,891,-80.064479,26.886585
892,892,-80.079234,26.825979
893,893,-80.107806,26.833569
894,894,-80.088518,26.81295
895,895,-80.088605,26.805052
896,896,-80.102366,26.807065
897,897,-80.10529,26.762714
898,898,-80.066342,26.770311
899,899,-80.075074,26.771523
900,900,-80.075458,26.766852
901,901,-80.069469,26.750923
902,902,-80.0861,26.75661
903,903,-80.100255,26.712699
904,904,-80.106315,26.725795
905,905,-80.105207,26.754012
906,906,-80.04964,26.693242
907,907,-80.054168,26.693328
908,908,-80.057847,26.704299
909,909,-80.099126,26.704963
910,910,-80.104989,26.704993
911,911,-80.099245,26.701155
912,912,-80.091106,26.700905
913,913,-80.108695,26.695948
914,914,-80.152797,26.688232
915,915,-80.141184,26.688856
916,916,-80.141174,26.681642
917,917,-80.066705,26.679483
918,918,-80.059911,26.67959
919,919,-80.054898,26.67879
920,920,-80.049686,26.678874
921,921,-80.097813,26.666498
922,922,-80.141406,26.653893
923,923,-80.140746,26.650269
924,924,-80.132977,26.644825
925,925,-80.125168,26.63723
926,926,-80.139717,26.637536
927,927,-80.100374,26.658611
928,928,-80.066588,26.62217
929,929,-80.062109,26.622209
